COURSE_SUBJECT,COURSE_NUMBER,COURSE_TITLE,RESOURCE_NAME,ISBN
LITTRANS,235,The World of Sagas,Historical Atlas of the Vikings,0140513288
CLASSICS,100,Legacy of Greece & Rome,Comedy of Errors,0140714746
PHILOS,440,Existentialism,The Fall,0141187945
ENGL,178,"Digital Media, Lit, Culture",Frankenstein,0141439471
SLAVIC,245,Topics-Slavic Literatures,Homo zapiens,0142001813
AFROAMER,222,Intro-Black Women Writers,Passing,0142437278
LITTRANS,201,19&20th C Russn Lit Tran I,Anna Karenina,0143035008
HISTORY,600,Advanced Seminar in History,They Would Never Hurt a Fly: War Criminals on Trial in the Hague,0143035428
M H R,628,Negotiations,Bargaining for Advantage,0143036975
M H R,628,Negotiations,Beyond Reason: Using Emotions as You Negotiate,0143037781
ENGL,176,Topics in Literature and Film,The Haunting of Hill House,0143039983
LITTRANS,201,19&20th C Russn Lit Tran I,Crime and Punishment,0143107637
LSC,100,Science and Storytelling,The Poison Squad,0143111122
M H R,628,Negotiations,Getting to Yes: Negotiating Agreement Without Giving In,0143118756
REAL EST,720,Urban Economics,Triumph of the City,0143120544
AMER IND,437,American Indian Women,Holding Our World Together: Ojibwe Women and the Survival of Community,0143121596
ENGL,814,Topics in Contemporary Lit,A Tale for the Time Being,0143124870
ECON,460,Economic Forecasting,The Signal and the Noise,0143125082
COMP LIT,203,Intro Cross-Cultrl Lit Form,Frankenstein in Baghdad: A Novel,0143128793
CHICLA,330,Topics in Chicano/a Studies,The Flower in the Skull,0156006347
ENGL,242,Literature and Culture II,To the Lighthouse,0156907392
AFROAMER,712,Educ and Civil Rights Movement,"We Are an African People: Independent Education, Black Power, and the  Radical Imagination",0190055530
PHILOS,241,Introductory Ethics,A Concise Introduction to Ethics,0190058173
PHILOS,241,Introductory Ethics,The Ethical Life,0190058241
HISTORY,139,Middle East-20th Century,The Modern Middle East.,0190218867
ENVIR ST,120,Intro Earth System,Physical Geography,0190246860
SOC WORK,800,Field Prac/Integrat Smr III,School Social Work National Perspectives on Practice in Schools,0190273842
NURSING,741,Adv Prac Nrsg Thry-Famly&Child,Exploring Family Theories,0190297268
POLI SCI,411,The American Constitution I,"American Constitutionalism, Second Ed.: vol. I",0190299477
CBE,255,Intro to Chem Process Modeling,Getting Started with MATLAB: A Quick Introduction for Scientists and Engineers,0190602062
PUBLHLTH,780,Evidence-Based Decision-Making,Evidence-based Public Health,0190620936
L I S,619,Music Resrch Mthds & Matls,Music Research,0190644505
SOC WORK,800,Field Prac/Integrat Smr III,Just Practice,0190657079
MUSIC,751,Seminar in Piano Pedagogy,Teaching Piano Pedagogy: A Guidebook for Training Effective Teachers,0190670535
PHILOS,101,Introduction to Philosophy,Exploring Philosophy: An Introductory Anthology,0190674335
SPANISH,802,Smr-Spanish American Lit,Gender and Rock,0190688660
E C E,340,Electronic Circuits I,Microelectronic Circuits,0190853532
CBE,470,Process Dynamics & Control,"PROCESS DYNAMICS, MODELING & CONTROL",0195091199
LEGAL ST,645,Intellectual Freedom,Copyright's Paradox,0195137620
CLASSICS,110,The Ancient Mediterranean,The Ancient Mediterranean World,0195155631
CLASSICS,100,Legacy of Greece & Rome,Trojan Women,0195179101
E C E,536,Integrated Optics&Optoelect,Photonics,0195179460
AFROAMER,712,Educ and Civil Rights Movement,Silent Covenants: Brown v. Board of Education and the Unfulfilled Hopes of Racial Reform,0195182477
ELPA,863,Race Class & Ed Inequality,Despite the Best Intentions: How Racial Inequality Thrives in Good Schools,0195342727
CSCS,775,Building Civil Society,The Oxford Handbook of Civil Society,0195398571
F&W ECOL,110,Living with Wildlife,A Sand County Almanac and Sketches Here and There,0197500262
BIOCORE,485,Principles of Physiology,e-Textbook Bundle,0197556016
STAT,609,Mathematical Statistics I,Probability and Random Processes,0198572220
SOC,674,Demographic Techniques I,Demographic Methods and Concepts,0198752639
ENGL,414,Global Spread of English,Decolonization: A Very Short Introduction,0199340491
CHEM,714,Organometal-Transitn Elemts,Organometallic Chemistry,0199342679
SOC WORK,646,Child Abuse and Neglect,Broken Three Times:  a story of child abuse in America,0199399154
HISTORY,130,Intro to World History,Islamic History: A Very Short Introduction,0199545728
PHYSICS,406,Special Topics in Physics,"Relativity, Gravitation and Cosmology: A Basic Introduction",0199573646
B M I,541,Intro to Biostatistics,An Introduction to Medical Statistics,0199589920
MUSIC,623,Form and Analysis,Comedy: A Very Short Introduction,0199601714
CLASSICS,100,Legacy of Greece & Rome,Medea,0199602087
ENGL,350,Topics in Gender & Literature,A Case of Hysteria (Dora),0199639861
BOTANY,265,Rainforests and Coral Reefs,Coral Reefs:  A Very Short Introduction,0199682775
CLASSICS,100,Legacy of Greece & Rome,Lysistrata,0199797448
AFRICAN,204,Intro Topics African Languages,Articulate While Black: Barack Obama Language and Race in the US,0199812981
ASIAN,456,"Japan, US-Crisis in Asia","A Modern History of Japan from Tokugawa Times to the Present (Oxford, 2003)",0199930159
MUSIC,413,Survey Music-Baroque Era,Music of the Baroque,0199942015
HISTORY,201,The Historian's Craft,The Witchcraft Sourcebook,0203455548
SOC WORK,921,Child Welfare,Child Welfare and Family Services: Policies and Practice (8th Edition),0205571901
ILS,205,"W Cult:Pol,Econ&Soc Thght I",Nicomachean Ethics,0226026756
ENVIR ST,328,Environmental History: Europe,"The Light-Green Society: Ecology and Technological Modernity in France, 1960-2000.",0226044187
ELPA,911,Authentic Pedagogy and Achieve,Producing Success: The Culture of Personal Advancement in an American High School.,0226142418
LITTRANS,260,Italy & Invention of America,Marvelous Possessions: The Wonder of the New World,0226306520
ENGL,800,Critical Methods in Lit,Antigone,0226311517
ELPA,887,Diversity and Inequality,"The Diversity Bargain: And Other Dilemmas of Race, Admissions, and Meritocracy at Elite Universities",0226400143
L I S,619,Music Resrch Mthds & Matls,A Manual for Writers,0226430577
FRENCH,211,French Lit & Interdis Studies,Demons of the Night,0226432083
HIST SCI,720,Historiography & Methods,"The Structure of Scientific Revolutions, 4th edition",0226458120
AFRICAN,700,Reading&Writing Afri Cultr Std,Writing Your Journal Article in Twelve Weeks,0226499918
LAW,940,Law & Contemporary Problems,Inside the presidential debates : their improbable past and promising future,0226530413
ELPA,961,Critical Issues in Ed Policy,Suddenly Diverse How School Districts Manage Race,0226675367
POLI SCI,511,Campaign Finance,The Fallacy of Campaign Finance Reform,0226734507
ENGL,800,Critical Methods in Lit,Antigone's Claim,0231118958
ART HIST,500,Prosem:Spec Topics-Art Hist,Rasa: Performing the Divine in India,0231131452
ASIALANG,355,First Semester Asian Language,"A Primer for Advanced Beginners of Chinese, Simplified Character Version, Volume One",0231135672
ASIAN AM,240,Topics-Asian Amer Studies,Chop Suey USA  The Story of Chinese Food in America,0231168922
AFROAMER,712,Educ and Civil Rights Movement,The Freedom Schools: Student Activists in the Mississippi Civil Rights Movement,0231175692
ENGL,822,Topics in Theory,Media U.: How the Need to Win Audiences Has Shaped Higher Ed,0231186377
LSC,450,Photography for the Sciences,The Photographer's Eye - Composition and Design for Better Digital Photos,0240809342
COMP SCI,577,Introduction to Algorithms,Introduction to Algorithms,0262033848
HIST SCI,720,Historiography & Methods,Fascist Pigs: Technoscientific Organisms and the History of Fascism,0262536158
HISTORY,861,Seminar-History of Africa,Transient Workspaces: Technologies of Everyday Innovation in Zimbabwe,0262537582
ENGL,156,Literature and Medicine,The Bad Doctor: The Troubled Life and Times of Dr. Iwan James,0271067544
HISTORY,200,Historical Studies,Latinos and American Law: Landmark Supreme Court Cases,0292714113
CHICLA,330,Topics in Chicano/a Studies,"Forgetting the Alamo, Or, Blood Memory",0292721289
ENVIR ST,328,Environmental History: Europe,"The Rhine: An Eco-Biography, 1815-2000. University",0295985008
ASIAN AM,150,Lit & Culture of Asian America,America Is in the Heart,0295993539
ASIAN AM,150,Lit & Culture of Asian America,Citizen 13660,0295993546
BOTANY,455,The Vegetation of Wisconsin,Vegetation of Wisconsin,0299019402
FOLKLORE,200,Folklore Cent East North Eur,The Vampire: A Casebook,0299159245
GEN&WS,320,"Topics-Gender, Women & Society",Women and Gender in Islam,0300055832
ASIALANG,239,Third Semester Urdu,Let's Study Urdu: An Introductory Course,0300114003
ASIALANG,139,First Semester Urdu,Let's Study Urdu: An Introduction to the Script,0300120608
ITALIAN,311,Advanced Italian Language,Trame: a contemporary Italian reader,0300124958
GERMAN,337,Adv Compositn & Conversatn,"?	Schreiben lernen: A Writing Guide for Learners of German.",0300166033
POLI SCI,511,Campaign Finance,Plutocrats United,0300212457
A A E,246,Climate Change Econ & Policy,Climate Casino,0300212648
SPANISH,320,Spanish Phonetics,Sonidos en contexto,0300214437
HISTORY,861,Seminar-History of Africa,"Collecting Food, Cultivating People: Subsistence and Society in Central Africa",0300218534
POLI SCI,460,Topics in Political Philos,Liberty in the Things of God: The Christian Origins of Religious Freedom,0300226638
LITTRANS,209,Masterpieces-Fr Lit & Culture,Exile and the Kingdom,0307278586
AFROAMER,628,Hist-Civ Rghts Movmnt in US,At the Dark End of the Street,0307389244
ENGL,814,Topics in Contemporary Lit,Zone One,0307455178
ASIAN,274,Religion in South Asia,Nine Lives: In Search of the Sacred in Modern India,0307593597
CHICLA,330,Topics in Chicano/a Studies,The Buddha in the Attic,0307744425
CURRIC,704,Curriculum Planning,Discipline and punish: The birth of the prison,0307819291
ENGL,156,Literature and Medicine,The Death of Ivan Ilych,0307951335
ENGL,156,Literature and Medicine,Illness as Metaphor; AIDS and its Metaphors,0312420130
AFROAMER,154,Hip-Hop and Cont Am Society,Can't Stop Won't Stop: A History of the Hip-hop Generation,0312425791
LAW,802,Civil Procedure II,CIVIL PROCEDURE CASES AND MATERIALS,0314280169
LAW,723,Legal Research and Writing,"Impeccable Research, A Concise Guide to Mastering Legal Research Skills",0314282385
ENGL,400,Advanced Composition,Writing Tools: 55 Essential Strategies,0316014991
AFRICAN,203,Intro Topics in African Lit,Say You're One of Them,0316086363
ENGL,814,Topics in Contemporary Lit,How Long 'Til Black Future Month?,0316491372
COM ARTS,466,Writing for TV & Film,The Complete Screenwriter?s Manual: A Complete Reference of Format & Style,0321397935
MATH,322,Appl Mathematical Analysis,Applied Partial Differential Equations with Fourier Series and Boundary Value Problems,0321797056
L I S,751,Database Dsgn-Info Prof,Database Design for Mere Mortals: A hands-On Guide to Relational Database Design,0321884497
NURSING,434,Hlth & Ill Indiv Fam Cmty,Public Health Nursing,0323321532
NURSING,434,Hlth & Ill Indiv Fam Cmty,Medical-Surgical Nursing,0323328524
NURSING,434,Hlth & Ill Indiv Fam Cmty,Concepts for Nursing Practice,0323374736
COMP BIO,500,Fund Principles-Vet Anatomy,Guide to the Dissection of the Dog,0323391658
PHY THER,676,Musculoskeletal Dysfunction I,Clinical Orthopedic Rehabilitation,0323393706
NURSING,317,Pharmacology for Nrsg Practice,"Calculate with Confidence, 7th Edition",0323396837
NURSING,317,Pharmacology for Nrsg Practice,Pharmacology and the Nursing Process,0323529495
NURSING,434,Hlth & Ill Indiv Fam Cmty,Maternal Child Nursing Care,0323549387
PATH-BIO,510,Veterinary Immunology,Basic Immunology,0323549431
NURSING,323,Hlth & Ill Indiv Fam,Lewis's Medical Surgical Nursing,0323551496
NURSING,726,Foundations APN Clin Pract I,Primary Care:  Interprofessional Collaborative Practice,0323570152
NURSING,314,Hlth Promo Dz Prev Acrs Lfspn,Concepts for Nursing Practice,0323581936
PHY THER,635,Motor Control Dysfunction I,"UMPHRED?S NEUROLOGICAL REHABILITATION, SEVENTH EDITION                ISBN: 978-0-323-61117-6",0323611176
PHY THER,664,Clinical Medicine I,Primary Care for the Physical Therapist,0323638975
CURRIC,311,Language Acquisition and Use,Between worlds: Access to second language acquisition,0325030883
ELPA,911,Authentic Pedagogy and Achieve,Not this but that: No more teaching without positive relationships,9780325118
CNSR SCI,355,Financial Coaching,Coaching Skills: The Definitive Guide to Being A Coach,0335261925
ENGL,245,Seminar in the Major,Giovanni's Room,0345806567
NUTR SCI,631,Clinical Nutrition I,Nutrition Therapy and Pathophysiology,0357041710
ITALIAN,101,First Semester Italian,"Melucci/Tognozzi - Bundle: Piazza, Student Edition: Introductory Italian, Loose-Leaf Version, 2nd +",0357102237
ITALIAN,101,First Semester Italian,"Bundle: Piazza, Student Edition: Introductory Italian, 2nd + MindTap, 4 terms Printed Access Card",0357102251
CNSR SCI,627,Advanced Consumer Finance,Investments: An Introduction,0357127957
ECON,101,Principles-Microeconomics,Principles of Microeconomics,0357133484
ECON,101,Principles-Microeconomics,Principles of Microeconomics (loose-leaf text version with MindTap access code card),0357133712
ECON,310,Stats:Measrmnt in Economics,"Statistics for Management and Economics, Loose-leaf Version, 11th + MindTap",0357195673
LEGAL ST,131,Criminal Justice in America,Criminal Justice in America,0357251065
ECON,101,Principles-Microeconomics,Principles of Microeconomics,0357530443
ECON,101,Principles-Microeconomics,Principles of Microeconomics (MindTap access code card with eText),0357636619
ECON,102,Principles-Macroeconomics,"Mankiw - Custom MindTap for Economics, Principles of Macroeconomics",0357636640
PSYCH,510,Issues Child Psychopathology,Abnormal Child Psychology,0357692233
ENVIR ST,809,Intro-Energy Analysis & Policy,How Solar Energy Became Cheap: A Model for Low-Carbon Innovation,0367136598
STAT,240,Intro to Data Modeling I,Statistical Inference via Data Science,0367409821
ENGL,176,Topics in Literature and Film,Annihilation,0374104092
ENGL,156,Literature and Medicine,The Undying,0374279349
PSYCH,526,Criminal Mind:Forensics/Scienc,"The Wisdom of Psychopaths: What Saints, Spies, and Serial Killers Can Teach Us About Success",0374291358
ENGL,800,Critical Methods in Lit,S/Z,0374521677
ENGL,242,Literature and Culture II,Annie John,0374525101
ASIAN AM,240,Topics-Asian Amer Studies,A Lover's Discourse,0374532314
SLAVIC,245,Topics-Slavic Literatures,Day of the Oprichnik,0374533106
ENGL,178,"Digital Media, Lit, Culture",Dear Cyborgs,0374537111
ENGL,814,Topics in Contemporary Lit,Babel-17,0375706691
THEATRE,352,Auditioning for Stage & Screen,AUDITIONING,0375725371
CHICLA,330,Topics in Chicano/a Studies,Song of the Water Saints,0375725494
COMP LIT,350,Problms in Comp Lit & Cultures,Midaq Alley,0385264761
GERMAN,236,Bascom Course,The Strange Library,0385354318
AFROAMER,222,Intro-Black Women Writers,"Twilight: Los Angeles, 1992",0385473767
ECON,725,Machine Learning for Econ,Elements of Statistical Learning,0387216065
COMP SCI,726,Nonlinear Optimization I,Numerical Optimization,0387303031
ENGL,156,Literature and Medicine,Memoir of a Debulked Woman,0393073256
ANTHRO,860,Hist-Anthropological Theory,The Marx-Engels Reader,0393090406
MUSIC,211,Survey-Hist Western Music,Concise History of Western Music,0393124262
ECON,455,Behavioral Economics,The Undoing Project,0393254594
FOLKLORE,103,Intro-Mus Cult of the World,Soundscapes Exploring Music in a Changing World,0393264043
LITTRANS,222,Dostoevsky in Translation,Crime and Punishment,0393264272
ENGL,242,Literature and Culture II,Pride and Prejudice,0393264883
ENGL,731,Adv Theatre Hist-500bc-1700,"The Norton Anthology of Drama, Volume 1",0393283471
ENGL,120,Intro-Theatre & Dramatic Lit,"The Norton Anthology of Drama, Third Shorter Edition",0393283501
MUSIC,121,Musica Practica 1,A New Approach to Sightsinging (available at the UW Bookstore),0393284911
HISTORY,261,American Legal History to 1860,The Story of American Freedom,0393319620
CLASSICS,100,Legacy of Greece & Rome,The Bacchae of Euripides: A Communion Rite,0393325836
HISTORY,130,Intro to World History,A Brief History of the Human Race,0393326451
AFROAMER,151,Intro-Contemp Afro-Am Soc,Race in America,0393419504
PSYCH,202,Introduction to Psychology,Interactive Psychology: People in Perspective,0393421392
ECON,302,Intmed Macroeconomic Theory,Macroeconomics,0393422269
ENGL,120,Intro-Theatre & Dramatic Lit,The Little Seagull Handbook,0393602647
ENGL,241,Literature and Culture I,"Norton Anthology of English Literature, Volumes A, B, and C",0393603125
PSYCH,225,Research Methods,Research Methods in Psychology Third Edition,0393617542
POLI SCI,182,Politics Around World-Honors,Cases and Concepts in Comparative Politics: An Integrated Approach,0393631302
POLI SCI,120,Politics Around the World,Cases and Concepts in Comparative Politics,0393631364
HDFS,517,Couple Relationships,Intimate Relationships,0393640250
MUSIC,211,Survey-Hist Western Music,"Norton Anthology of Western Music, vol. 1, Ancient to Baroque",0393656411
MUSIC,101,The Musical Experience,The Enjoyment of Music - Shorter,0393664386
LSC,212,Intro-Scientific Communication,They Say / I Say: The Moves That Matter in Academic Writing,0393666076
ANTHRO,104,Cult Anthro&Human Diversity,Cultural Anthropology: A Toolkit for a Global Age,0393667929
POLI SCI,104,Intro-Amer Politcs&Governmt,American Government: Power and Purpose,0393674996
POLI SCI,311,United States Congress,The United States Congress,0393680195
ASTRON,104,Exploration of Solar System,"21 century astronomy, 6th edition",9780393691
JOURN,445,Creative Campaign Messages,Advertising: Concept and Copy,9780393733
POLI SCI,272,Intro to Public Policy,Policy Paradox,0393912722
ECON,475,Economics of Growth,Introduction to Economic Growth,0393919172
ECON,521,Game Theory & Economic Anal,Games of Strategy,0393919684
COMP LIT,203,Intro Cross-Cultrl Lit Form,The Metamorphosis,0393923209
LITTRANS,220,Chekhov in Translation,Anton Chekhov's Selected Stories,0393925302
LITTRANS,222,Dostoevsky in Translation,THE BROTHERS KARAMAZOV,0393926330
STAT,301,Intro-Statistical Methods,Statistics,0393929720
ASIAN,103,Intro-E Asian History:China,The Search for Modern China,0393934519
ENGL,431,Early Works of Shakespeare,The Norton Shakespeare: Early Plays and Poems,0393938579
SOC,125,Amer Soc: How It Really Works,Contemporary American Society: How it really works.,0393938852
ENGL,242,Literature and Culture II,Great Expectations,0393960693
ENGL,241,Literature and Culture I,Robinson Crusoe,0393964523
ENGL,242,Literature and Culture II,Strange Case of Dr Jekyll and Mr Hyde,0393974652
ENGL,242,Literature and Culture II,Short Novels,0393976410
ASIAN,456,"Japan, US-Crisis in Asia","Pacific War, 1931-45",0394734965
AFROAMER,222,Intro-Black Women Writers,The Street,0395901496
ENGL,577,Postcolonial Theatre,The Coup: A Play of Revolutionary Dreams,0413652607
THEATRE,250,Fundamentals of Acting,Stanislavski: The Basics,0415492973
ELPA,863,Race Class & Ed Inequality,Racial Formation in the United States,0415520317
ENGL,414,Global Spread of English,Global Englishes: A resource book for students,0415638449
HISTORY,600,Advanced Seminar in History,Pompeii and Herculaneum: A Sourcebook,0415666800
POLI SCI,401,Selected Topics-Poli Sci,Interviewing in Social Science Research: A Relational Approach,0415843744
ENGL,318,Second Language Acquisition,Second Language Acquisition: An Introductory Course,0415894951
ELPA,736,Admin Stdt Serv-Higher Educ,Linking Theory to Practice: Case Studies for Working with College Students,0415898706
LITTRANS,233,Russian Life&Cult (to 1917),RUSSIA: A Historical Introduction from Kievan Rus to the Present,0429497520
THEATRE,363,Prin&Pract-Stage Costume Dsgn,The Costume Designer's Handbook,0435086077
THEATRE,464,Costume Technology Topics,Fabric Painting and Dyeing,0435086244
ENGL,178,"Digital Media, Lit, Culture",Neuromancer,0441569595
G L E,801,Spec Topics-Geological Engr,Petroleum Related Rock Mechanics,0444502605
HISTORY,427,US Military History to 1902,"A Narrative of a Revolutionary Soldier: Some Adventures, Dangers, and Sufferings of Joseph Plumb Mar",0451531582
CLASSICS,100,Legacy of Greece & Rome,Dyskolos,0451615404
ASIAN AM,152,AsianAm Lit & Pop Culture,M. Butterfly*,0452272590
INTER-LS,260,Intrnshp in Liberal Arts & Sci,You Majored in What? Mapping Your Path from Chaos to Career (revised ed.),0452296008
AFROAMER,154,Hip-Hop and Cont Am Society,The Hip-hop Wars,0465008971
HISTORY,130,Intro to World History,Empire: The Rise and Demise of the British Order and the Lessons for Global Power,0465023288
PHYSICS,448,Atomic and Quantum Physics,Quantum Mechanics: The Theoretical Minimum,0465036677
ART,575,User Experience for Design,The design of everyday things,0465050659
JEWISH,431,Intmed Topcs in Jewish History,Kingdoms of Faith: A New History of Islamic Spain,0465093168
ANTHRO,860,Hist-Anthropological Theory,Structural Anthropology,0465095162
ANTHRO,860,Hist-Anthropological Theory,The Interpretation of Cultures,0465097197
MATH,322,Appl Mathematical Analysis,Partial Differential Equations: An Introduction,0470054567
N E,427,Nuclear Instrumentation Lab,Radiation Detection And Measurement,0470131480
DS,222,Interior Design I,Kitchen and Bath Design: A Guide to Planning Basics,0470392003
CURRIC,301,Music Learning and Teaching 1,The Dreamkeepers: Successful Teachers of African American Children,0470408155
ELPA,827,Surveys/Quant Data Collection,Survey Methodology,0470465462
KINES,508,Workshop in Kinesiology,How Learning Works: 7 Research-Based Principles for Smart Teaching,9780470484
E C E,740,Electromagnetic Theory,"Advanced Engineering Electromagnetics, 2nd Edition",0470589489
E P D,637,Polymer Characterization,Spectroscopic Identification of Organic Compounds,0470616376
M H R,746,Impact Consulting for Arts,Flawless Consulting: A Guide to Getting Your Expertise Used,0470620748
ENGL,520,Old English,Introduction to Old English,0470659847
SOC WORK,400,Field Pract/Integrat Smr I,"The Psychotherapy Documentation Primer, 3rd Ed.",0470903964
PATH-BIO,517,Veterinary Bact & Mycology,Veterinary Bacteriology,0470959497
SOIL SCI,622,Soil Physics,Soil Physics,0471059653
E C E,445,Semiconductr Physics&Device,Physics of Semiconductor Devices,0471143239
E C E,740,Electromagnetic Theory,Time-Harmonic Electromagnetic Fields,0471208068
CHEM,561,Physical Chemistry,Physical Chemistry (4th edition),0471215042
B M E,310,Bioinstrumentation,Bioinstrumentation,0471263272
PHYSICS,721,Theor Physics-Electrodynmcs,Classical Electrodynamics,0471309321
SLAVIC,275,Third Year Russian I,The Golden Age,0471309406
COMP SCI,425,Intro-Combinatrl Optimizatn,Combinatorial Optimization,0471558941
E C E,717,Linear Systems,Linear State-Space Control Systems,0471735557
BIOCHEM,665,Biophysical Chemistry,Chemical Thermodynamics (7th edition 2008 or another edition),0471780151
AFROAMER,156,Black Music&Am Cultrl Hist,"A Change is Gonna Come: Music, Race & the Soul of America",0472031474
ESL,349,Academic Writing for Grads,Academic Writing for Graduate Students,0472034758
ESL,344,Acad Present. and Discussion,Giving Academic Presentations,0472035090
ENGL,245,Seminar in the Major,Bartleby and Benito Cereno,0486264738
ENGL,245,Seminar in the Major,The Yellow Wallpaper and Other Stories,0486298573
PHYSICS,448,Atomic and Quantum Physics,Mathematics for Quantum Mechanics,0486453088
ART HIST,409,Topics in Contemporary Art,"Art Since 1900, vol. 2",0500292723
ANTHRO,212,Principles of Archaeology,Principles of Archaeology,0500293362
ANTHRO,906,Meth&Hypoth-Behav Ecologsts,"Planning, Proposing, and Presenting Science Effectively",0511541469
COMP SCI,714,Methods of Computatnl Math I,Finite Volume Methods for Hyperbolic Problems,0511791253
ECON,703,Mathematical Economics I,Mathematical Methods and Models for Economists,0511810756
ENGL,731,Adv Theatre Hist-500bc-1700,"Actors on Acting: The Theories, Techniques, and Practices of the World's Great Actors",0517884782
SOC,924,Seminar-Political Sociology,To the Right : the transformation of American conservatism,0520066496
ENVIR ST,328,Environmental History: Europe,Secure from Rash Assault: Sustaining the Victorian Environment,0520216099
COM ARTS,552,Contemporary Hollywood Cinema,The Way Hollywood Tells It: Story And Style In Modern Movies,0520246225
ASIAN,630,Proseminar: Cultures of Asia,In Pursuit of the Good Life: Aspiration and Suicide in Globalizing South India,0520281165
AFROAMER,712,Educ and Civil Rights Movement,The Black Revolution on Campus,0520282186
CNSR SCI,273,Finances & Families,Families in America,0520285897
ASIAN AM,240,Topics-Asian Amer Studies,FLAVORS OF EMPIRE,0520293748
HISTORY,200,Historical Studies,How All Politics Became Reproductive Politics,0520299948
HIST SCI,720,Historiography & Methods,Intimate Communities,0520300460
GEN&WS,320,"Topics-Gender, Women & Society",States and Women's Rights,0520935471
COMP SCI,514,Numerical Analysis,An Introduction to Numerical Analysis,0521007948
GREEK,305,Intermediate Greek,Cambridge Grammar of Classical Greek,0521127295
M E,361,Thermodynamics,Thermodynamics,0521195706
PHILOS,835,Advanced History-Philosophy,"The Philosophical Writings of Descartes, vol. 1",0521288071
PHILOS,835,Advanced History-Philosophy,"The Philosophical Writings of Descartes, vol. 2",0521288088
ANTHRO,860,Hist-Anthropological Theory,Outline of a Theory of Practice,0521291644
PHILOS,835,Advanced History-Philosophy,"The Philosophical Writings of Descartes, vol. 3: The Correspondence",0521423502
LATIN,563,Mediaeval Latin,Reading Medieval Latin,0521447478
GERMAN,262,Intermediate German-Writing,Using German Synonyms,0521465526
ECON,305,Developmnt-Economic Thought,The Wealth of Ideas: A History of Economic Thought,0521691871
PHYSICS,772,High Energy Astrophysics,High Energy Astrophysics,0521756181
G L E,801,Spec Topics-Geological Engr,Reservoir Geomechanics,0521770699
E C E,730,Probability and Random Process,Probability and Random Processes for Electrical and Computer Engineers,0521864701
PHYSICS,709,Intro to Quantum Computing,Quantum Computer Science: An Introduction,0521876582
PHYSICS,406,Special Topics in Physics,A First Course in General Relativity,0521887052
CHICLA,330,Topics in Chicano/a Studies,The Tragedy of Brady Sims,0525434467
ENGL,350,Topics in Gender & Literature,Trick Mirror,0525510567
SLAVIC,245,Topics-Slavic Literatures,"The Road to Unfreedom: Russia, Europe, America",0525574460
MUSIC,211,Survey-Hist Western Music,Music in the Western World: A Hist. in Documents,0534585990
PORTUG,221,Intro-Luso-Brazilian Lits,The Elephant's Journey,0547352589
AFRICAN,203,Intro Topics in African Lit,Evicted: Poverty and Profit in the American City,0553447453
ENGL,156,Literature and Medicine,Wit,0571198771
ENGL,156,Literature and Medicine,Normal Heart,0573619939
CLASSICS,100,Legacy of Greece & Rome,Antigone,0573628191
ILS,254,Literature and Science,Emilie: Madame du Chatelet Explains Her Life,0573697821
ASIAN AM,240,Topics-Asian Amer Studies,Peerless,0573705878
LAW,723,Legal Research and Writing,"The Bluebook, A Uniform System of Citation",0578666150
ASIAN AM,240,Topics-Asian Amer Studies,Beyond the Gender Binary,0593094655
L I S,751,Database Dsgn-Info Prof,Head First SQL: A Brain-Friendly Guide.,0596526849
RP & SE,842,Legal Foundations of Spec Ed,The bluebook: A uniform system of citation,0615361161
ENGL,153,Literature and the Environment,Silent Spring,0618249060
ESL,343,Oral Communication Skills,Targeting Pronunciation,0618444182
ENGL,153,Literature and the Environment,The Lives of Rocks,0618919666
INTL ST,101,Intro to International Studies,Introducing Globalization,0631231295
G L E,801,Spec Topics-Geological Engr,Fundamentals of Rock Mechanics,0632057597
AFROAMER,156,Black Music&Am Cultrl Hist,Our America: Life and Death on the South Side of Chicago,0671004644
GEN&WS,720,Spec Topics-Gender&Wmn Studies,Stigma: Notes on the Management of Spoiled Identity,0671622442
CSCS,300,Nonprofit Sector: Overview,On Being Nonprofit:  A Conceptual & Policy Primer,0674007680
HISTORY,600,Advanced Seminar in History,The Fires of Vesuvius: Pompeii Lost and Found,0674045866
HISTORY,861,Seminar-History of Africa,Beyond Timbuktu: An Intellectual History of Muslim West Africa,0674050822
ED POL,648,Sociology of Education,Paying for the Party,0674088023
ART HIST,500,Prosem:Spec Topics-Art Hist,"Distinction: A Social Critique of the Judgement of Taste, translated by Richard Nice",0674212770
HISTORY,427,US Military History to 1902,The Personal Memoirs of Ulysses S. Grant - Complete Annotated Edition,0674237858
HISTORY,600,Advanced Seminar in History,Pompeii: Public and Private Life,0674689671
ELPA,887,Diversity and Inequality,Educating a Diverse Nation: Lessons from Minority-Serving Institutions,0674736801
HISTORY,861,Seminar-History of Africa,"The People?s Zion: Southern Africa, the United States and a Transatlantic Faith-Healing Movement",0674737785
POLI SCI,401,Selected Topics-Poli Sci,The Soldier and the State: The Theory and Politics of Civil?Military Relations,0674817364
COM ARTS,552,Contemporary Hollywood Cinema,Storytelling in the New Hollywood: Understanding Classical Narrative Technique,0674839755
KINES,508,Workshop in Kinesiology,Make it Stick: The Science of Successful Learning,0674986572
LITTRANS,201,19&20th C Russn Lit Tran I,Hero of Our Time,0679413271
ASIAN AM,150,Lit & Culture of Asian America,The Woman Warrior,0679721888
